informal,escolaridad,edad,sexo,area,fexp
0,14,58,0,1,284.03332750001766
1,3,46,1,1,284.8788515653537
0,11,32,1,1,315.01988372550386
0,12,62,1,1,388.25427741031365
1,1,18,0,0,330.5650237336834
0,18,42,0,0,320.12665723761666
0,18,24,0,1,74.08150831086948
1,3,26,1,1,219.43862950518425
0,3,41,0,1,154.4250828655202
1,10,18,0,1,169.41655022088895
1,4,61,1,0,299.45186345315517
1,10,25,0,0,139.7773917183238
0,9,41,0,1,182.27709545760388
1,7,28,0,0,156.68811883280304
0,5,34,1,0,476.8263244481876
1,5,25,0,0,475.0995794769928
0,7,52,1,1,324.47370136822326
0,14,52,1,1,466.03511092935497
0,13,50,0,0,403.6156904607679
0,10,22,1,1,315.47654726081396
0,11,59,0,1,52.89584517355807
0,12,56,0,1,397.6323287357318
0,7,58,1,0,366.119753714811
0,17,45,1,1,326.8641439770863
0,0,24,1,1,392.1909402571123
0,14,26,1,1,280.8149741486446
0,7,25,0,1,366.83747209460256
0,10,29,0,0,470.827439026922
0,11,51,0,1,219.1122571307388
0,11,50,0,1,368.65482570528144
1,3,40,0,0,264.05951810493144
1,15,41,0,1,353.4798433162917
1,3,54,0,0,393.30200099946387
0,4,52,0,1,70.45362519610818
0,4,61,1,1,340.97019977689786
0,7,57,1,1,152.03353298312507
0,9,39,0,1,351.514642013405
0,16,44,1,1,260.7485836702161
0,8,52,1,1,398.09873383919927
0,18,18,0,1,105.53036684251839
0,13,52,1,1,331.8450582452878
0,7,54,1,1,175.31182801739854
0,8,64,1,0,433.84189789876615
0,10,31,0,1,467.77257753633836
0,0,20,1,1,498.3792321555749
0,13,18,0,0,408.2033310922775
0,4,22,1,1,389.18033169260207
0,13,43,1,1,146.97534149039797
1,3,31,1,0,201.20317654554893
0,0,56,1,1,259.5571437930258
0,18,44,1,1,398.0214715020124
0,7,26,0,1,461.7346392850859
0,14,32,0,0,135.11259501034309
0,14,32,1,0,465.0653681015463
1,8,43,0,1,363.0310935593261
0,8,59,0,1,324.8468288082674
0,9,30,0,1,139.92857207687277
0,8,49,0,1,74.98626476411775
0,2,56,1,0,305.80920432857295
0,10,49,1,1,343.1820574980016
0,5,21,1,0,144.8516522096097
1,1,47,1,1,300.4052926214554
0,6,54,0,1,435.42203124315813
0,17,40,0,1,425.779675454759
0,1,56,1,1,467.30983126383376
0,16,62,0,0,214.6486143005962
0,10,32,1,1,193.1223076479134
1,11,60,1,1,387.2417026913639
0,18,46,0,1,244.00058229365226
0,6,53,1,0,89.39689881250128
1,5,30,1,1,177.26050880172488
1,0,49,1,1,238.36202848917011
0,16,24,0,0,181.6323914643134
1,10,39,0,1,199.49250692629474
0,17,45,1,1,182.19915777847584
0,16,19,0,1,68.67462523238575
1,6,59,0,0,336.69261537099914
0,16,62,1,0,318.7815891590612
0,8,23,0,0,344.02257431540625
0,16,45,1,1,136.53945321513237
0,7,45,1,1,183.04454372561838
0,16,61,1,0,328.82716712521506
0,6,61,0,1,319.83240580696463
0,0,37,1,1,277.8486392094205
0,12,47,0,0,207.68596250458884
0,18,28,0,1,460.81895214861044
0,18,45,1,1,202.8966090344797
0,16,42,0,1,255.02862039676322
0,12,56,0,1,355.15122392939395
0,15,50,1,0,294.35964389004386
1,7,18,0,1,206.0986893639735
0,18,44,0,1,246.0401557054294
0,17,30,0,1,407.51636803407774
0,0,58,1,1,175.1581199689756
0,13,20,1,1,114.01485789956693
0,18,56,0,1,190.9234408233997
0,14,23,0,1,432.2903969695556
1,17,25,0,1,90.045371685356
0,1,44,0,1,496.2632330176033
0,16,26,1,1,293.45130451744814
0,17,54,0,0,493.1805847851923
0,5,50,0,0,472.5483899386899
0,18,59,1,0,253.76617139491253
0,3,61,1,1,139.3209835724071
0,0,41,1,1,124.1981494543123
0,7,32,0,1,157.99521374148088
0,6,49,0,1,369.55968825404176
0,2,49,0,1,172.82749762916953
0,9,41,0,0,203.64137132193423
0,9,58,1,1,251.95046179757665
0,18,29,1,1,460.9547061896553
0,13,56,1,1,135.22703804818073
0,1,19,1,0,52.2619486744114
1,0,20,0,1,77.04338467017656
0,17,54,1,1,457.14485375605307
1,6,34,0,1,341.3824091795134
0,7,19,1,1,172.86827869751303
0,0,19,0,1,129.736625455036
1,2,45,0,0,182.42003148670145
0,7,40,0,1,101.65861726307604
0,14,54,1,1,473.6898096279985
1,4,49,0,1,402.8927784643701
1,2,50,0,1,258.07602961064333
0,18,18,0,1,439.23317230184085
1,0,36,1,0,162.25619193195453
0,14,19,1,1,372.7042558124871
1,7,61,1,1,435.2596245561846
0,1,43,0,1,210.5459202304727
0,2,49,1,0,390.85900045282295
0,13,23,0,1,182.7825571689392
0,13,49,1,1,184.48571086656386
0,10,21,1,1,98.17573034938373
0,15,28,0,1,248.02612092922942
0,3,34,0,1,378.37035792384
1,4,55,0,1,473.09936250707824
0,13,41,0,0,321.70864636809324
1,15,22,0,1,438.4109919810826
0,17,51,1,1,420.12259218060217
0,6,23,0,1,128.00437383887638
0,9,39,0,1,268.61784301068417
1,6,28,0,0,102.61559098642617
0,0,33,0,0,356.9689227027357
0,18,50,1,1,477.4548507107342
0,15,26,0,1,111.69025613544042
0,18,23,1,1,380.2474088611436
0,3,33,1,1,334.5071678905374
0,17,46,1,1,312.6222666536449
0,1,20,1,1,225.55410560975264
1,0,37,0,1,209.80924148921565
0,14,53,1,1,70.36213505849953
1,4,36,0,1,148.05891871340606
1,10,43,0,1,56.829597029072104
0,9,20,1,0,311.63769751190927
1,1,36,1,1,97.63395614505897
0,2,37,1,1,442.85872731337224
0,11,49,0,1,285.41435931372433
1,4,24,0,1,364.8604590764188
0,4,58,1,1,234.8856913282234
1,5,50,0,1,302.2609140504719
0,8,57,1,0,474.1966296349837
1,1,56,1,1,87.23031783065184
0,11,35,0,1,164.27199736566328
0,2,57,0,1,400.99474710974494
0,11,18,0,1,94.43174309719963
0,16,28,0,0,84.04749675684988
0,9,45,1,1,212.69362943931736
0,13,42,0,1,91.47558131259454
0,16,40,1,1,313.2852989927914
0,17,48,0,1,151.82386286746993
0,18,47,1,1,453.06408343971754
0,16,59,0,0,402.57503638036553
0,13,52,0,1,364.8673427447643
0,8,24,0,1,327.6248123230259
0,7,33,1,0,438.5595786536585
0,1,43,1,0,150.37792769424058
0,12,19,1,0,442.89897924390243
0,6,18,0,0,405.2715342908235
0,8,29,0,1,386.6723718744585
0,10,22,1,1,302.5650551337158
1,13,54,0,1,160.80987243677004
0,3,49,0,1,240.59656219635335
1,12,26,1,1,407.1067945424607
0,1,58,1,1,64.300317960796
1,4,52,1,1,401.9228461686912
0,10,36,1,1,158.03183321940492
0,5,33,0,1,114.93914032472136
0,17,20,0,1,102.06559318113597
1,9,37,1,1,62.2625053778668
0,3,41,1,0,285.61391834965383
0,8,50,0,1,148.21694271217828
1,5,41,0,1,495.2442946008342
1,1,28,0,1,308.4965401424926
0,16,25,1,1,112.04837121020469
0,4,53,1,1,359.9431433651144
1,5,55,1,1,453.9846049293764
0,11,57,0,1,385.33077291632645
0,9,37,1,1,84.39793746775145
0,5,52,1,1,453.1478815366968
0,7,42,0,1,407.26822363698415
0,1,52,0,1,121.23675504752646
0,11,42,0,0,73.30364992976759
0,12,46,0,1,300.78975889143885
0,6,35,1,0,120.2161151029896
0,9,63,0,1,425.5659286678724
0,12,35,1,1,211.2505955022532
0,16,19,0,0,460.80160013145894
0,13,52,0,0,304.5596774634526
0,1,33,0,1,132.20257290785065
0,10,58,0,1,112.81949031191004
1,0,53,0,0,309.41259690098923
0,18,50,1,1,392.84762533809976
1,3,21,1,0,401.67754148398194
0,18,50,1,1,174.09083199857656
0,10,31,0,1,141.91104151047537
1,7,38,0,1,57.540337021572086
0,10,37,0,1,355.6396180405262
0,3,25,1,1,84.45571629509254
0,16,24,0,1,239.3425407946666
1,6,20,0,0,320.7569738082332
0,7,34,1,0,471.69902521385467
0,2,50,0,0,190.31096163009587
0,1,29,0,1,162.3974731009339
0,14,39,0,0,344.3720694287443
1,4,39,1,1,328.65756442411174
0,0,63,1,1,199.44940248865606
0,3,47,0,1,467.6458259794039
0,14,55,0,1,430.18804737033474
0,18,55,1,1,150.79214563928653
0,2,62,1,1,157.61414544553543
0,10,25,0,1,280.5351560991863
0,16,44,1,1,398.1074457788242
0,12,44,0,1,69.81817072480898
0,10,51,1,0,362.000819180618
0,1,38,1,1,341.70615382194364
0,8,47,0,1,154.1660431608447
0,1,50,1,0,356.60885595860697
0,8,45,1,1,473.08243606343717
0,8,64,1,0,71.05363023729583
0,7,50,0,1,193.84342488142815
0,16,22,0,0,247.17952249985987
0,0,36,0,1,454.6671615161103
0,10,21,1,1,483.0176509741205
0,7,52,0,1,249.85186092334953
0,9,34,1,1,387.512785463986
0,6,61,1,1,289.2474606940173
0,2,45,0,1,292.00232063361943
0,2,47,1,0,175.1447817798604
0,17,46,0,1,147.63031063874578
0,4,63,1,1,179.6024056658185
0,11,23,0,1,300.3476032656857
0,11,52,0,1,63.119833709940046
0,18,58,0,1,458.26202496038263
0,5,54,0,1,120.3276692973993
0,1,41,1,1,149.03990459212395
0,11,46,1,1,283.22427940144087
0,18,63,1,0,369.5516448517757
0,4,48,0,0,93.07807463497879
0,11,52,0,0,192.962613896223
0,16,50,0,1,485.90357250846074
0,16,38,1,0,168.05433505142557
0,9,49,1,1,190.8725652784161
0,16,40,0,1,426.4243207781151
0,14,50,0,0,72.59649426070486
0,11,20,1,1,259.0759259640369
0,15,35,1,1,220.8275440032516
0,18,42,1,0,192.464041958893
1,7,59,1,1,178.56481732014404
0,16,48,0,0,91.11834718718414
0,4,20,0,1,191.67162320824198
0,15,57,1,1,69.37358122205086
0,5,63,1,1,401.43373863999585
1,7,41,0,1,229.20250728110526
0,17,49,1,1,249.75672454396022
0,11,64,1,1,452.1175639025592
0,14,39,1,0,346.12474273754935
0,8,40,1,0,53.626596503953905
0,12,19,0,1,474.42867033257824
0,14,44,1,1,156.71500968997006
0,9,59,1,1,98.42638314193648
0,15,19,1,1,395.657680271397
0,6,43,1,1,275.2147921400232
0,16,34,1,0,245.1967547081079
1,6,57,0,1,162.2763858572338
0,13,50,1,1,296.3621704380434
0,14,26,1,0,173.47307234116434
0,6,60,1,0,455.7123523791804
0,8,56,1,0,146.84201587993675
0,18,46,1,1,447.9598177050891
0,15,59,0,1,301.7324415773106
1,7,43,1,0,422.81966025285845
0,17,52,0,0,370.78069813742974
0,17,42,0,1,363.51280014653685
0,6,41,1,1,195.95561346277506
0,2,30,1,1,155.25361916249156
0,17,24,0,1,144.89880245635464
0,9,53,0,1,435.7362456768149
1,6,62,1,1,419.192069116559
1,16,37,0,1,248.2580876055383
0,13,18,0,1,109.58207607340456
0,2,25,0,0,222.01351338985626
0,11,63,0,0,328.7045543616101
1,12,33,0,0,254.48141951597879
1,1,31,0,1,401.0851708173477
0,2,29,0,1,498.93027001312345
1,4,40,1,1,136.00943980200358
0,10,32,1,0,256.8428688468076
1,7,45,1,1,243.94275586436993
0,11,51,0,1,187.02163973702787
0,6,19,0,0,139.1429825241303
0,14,49,1,1,79.56145242034665
0,16,40,0,1,449.2036927506643
0,3,39,0,1,238.93191395884293
0,12,42,1,0,273.60298332502197
0,17,39,1,0,462.62392169041215
0,0,39,0,1,399.3307148821765
0,15,59,0,0,108.72556885273289
0,12,23,1,1,304.4389854234841
0,9,32,0,1,249.0135244338016
0,11,60,1,1,408.74498266044327
0,1,54,1,1,375.90464642537717
0,2,50,1,1,360.68257485998237
0,9,25,0,0,203.2451759659536
0,1,61,1,1,412.23367867966454
0,12,61,1,1,73.57608301768755
0,12,22,0,1,121.83120564447526
0,17,56,0,0,201.03047284006027
1,2,21,1,1,84.56334848117658
0,6,23,0,1,155.74742489061123
0,13,62,0,0,423.5679423490632
1,16,49,0,0,476.7131920055357
1,11,47,1,0,187.07106009838571
0,15,64,1,1,169.0321117949772
0,11,52,1,0,175.9516935108921
0,14,57,0,0,174.97358930787973
0,9,33,0,1,66.16858198368784
0,6,30,1,1,467.1123558489986
0,4,59,0,0,146.16416370664777
1,0,47,0,0,239.00183333663222
0,16,36,1,0,54.359097233435484
0,2,34,1,0,436.0797909117757
0,12,36,1,1,379.0208050047127
1,13,45,1,0,476.0402158281664
0,17,43,1,0,401.72696563837957
1,3,54,0,1,191.16793042342937
0,17,43,1,1,161.54301142779065
0,4,40,1,1,363.97233839898183
0,15,26,0,1,213.85074875472475
0,0,29,1,1,304.79675708867745
0,13,18,1,1,52.8158619619116
0,14,18,1,1,77.84856575621386
0,8,64,1,1,290.91557353174306
0,14,51,1,1,304.7322409016743
0,16,49,1,0,388.1538250067046
0,3,42,0,1,109.38439383078278
0,11,57,1,0,280.93238769055046
0,4,62,0,1,137.50143999425987
1,4,18,0,1,91.9382538032126
1,10,33,0,1,234.72310732724955
0,5,56,0,0,123.50149164007576
0,6,22,0,1,149.80189018654337
0,13,39,1,1,192.89956094127578
0,10,46,1,1,166.72478033443832
0,12,20,1,1,89.41608383267588
0,1,29,0,1,90.46231018686603
0,6,43,1,1,136.96223685537566
0,3,33,1,1,72.75163458179253
0,7,54,1,1,331.90565885461723
0,18,39,0,0,179.2970224290059
0,12,46,0,1,175.88568549608195
0,13,31,0,1,199.39923240699432
0,9,45,0,1,348.2583233943747
0,10,22,0,0,441.78524666757073
0,1,64,1,1,391.5891196500373
0,8,47,0,1,377.38815360129274
0,16,63,0,1,267.97603352038215
0,2,22,0,1,362.2125006353353
0,5,29,0,1,298.7430656151124
0,4,33,0,1,147.312737683938
1,4,43,0,1,143.8647654834728
0,14,43,0,0,183.37640309387754
0,16,38,1,1,459.86120193641597
0,8,56,1,1,296.33667817087667
0,2,53,0,1,380.25741965084126
0,16,50,0,1,205.95144191744643
0,9,47,1,1,233.47209679935136
0,2,54,0,0,106.50451038676312
0,17,40,0,0,127.08273101975166
0,17,27,1,0,422.3104496717655
0,16,22,0,0,313.1773842599969
0,2,53,1,1,201.88960964771852
1,2,51,1,0,411.2830440479957
1,5,48,0,1,160.93395753709234
0,12,27,0,1,489.2147143700917
0,14,36,1,1,205.16792348577638
0,8,49,0,1,201.7899293680524
0,3,18,0,1,190.36035749151736
0,13,22,1,0,104.95018216592956
0,4,62,1,1,100.01171629940558
0,1,21,0,0,341.64726554035553
0,10,33,1,1,443.80312005112114
0,8,41,0,1,405.73422962225305
0,2,33,1,0,113.49841730960799
1,8,19,1,0,295.5119548064299
1,2,45,1,1,97.516195689488
0,1,49,0,1,70.38258962588485
0,11,44,1,1,345.37363672314524
1,9,37,0,1,290.81855015615764
0,8,41,1,0,86.91065834516188
0,14,29,0,1,65.7226608826948
0,7,52,0,1,495.39038603420056
1,4,50,0,1,63.509599467082346
0,10,50,1,1,250.03771387257183
0,1,60,1,1,277.078561073463
0,14,54,0,1,102.77606651020027
0,5,29,0,1,126.07780029787232
0,7,20,1,0,208.31225288465862
1,4,18,0,1,392.7541442961482
0,15,50,0,1,278.18709082712
0,17,57,1,0,337.0558435488327
1,5,27,1,1,493.32854979080366
0,4,60,1,1,395.60244589094435
0,15,61,0,1,245.46267416354797
1,12,46,0,0,250.89886480844694
1,4,30,1,1,328.4474346684523
0,12,29,1,0,349.4143437885069
0,16,48,1,1,275.3199166265021
0,17,63,1,0,340.18755026674097
0,7,19,0,1,60.589622486344446
0,12,52,1,1,243.33028875357985
0,18,40,0,1,175.52213423306455
0,2,34,0,1,108.12850035939968
0,7,43,1,1,94.7959307639488
0,1,25,0,1,321.43647452660036
0,7,46,0,0,285.6202462186753
0,12,43,1,1,164.11285264836613
0,12,27,0,0,261.9275264476315
1,0,43,1,1,271.5045418320837
1,5,51,0,0,137.75404119737712
0,18,58,1,1,343.4418778467428
0,15,24,0,1,401.4137103737407
0,7,21,0,1,406.15859340028356
0,0,62,1,0,321.11142381655475
0,15,28,1,1,280.2373621335563
0,8,46,0,1,77.45321435242771
0,12,53,0,1,179.52408448322262
0,10,42,1,1,91.97215105017645
1,12,38,1,1,483.72042239531316
1,9,53,1,1,110.78606580159231
0,3,27,1,1,118.29893443299592
1,5,54,0,1,450.30947824872146
0,6,26,0,1,474.767727564406
0,4,41,1,0,394.62306765570946
0,10,52,0,0,52.432215652701444
0,12,52,0,0,50.605821930453665
0,18,53,1,0,220.14534640435284
0,9,35,1,1,114.52791650490164
0,9,56,1,1,58.27376396821878
0,10,49,1,0,258.8300102320271
0,6,41,1,1,474.3778538331372
0,17,40,0,0,195.71880870609414
0,3,49,0,1,347.5133052929134
1,1,54,0,1,343.50590890959836
0,13,29,0,1,162.9860466493255
0,12,30,1,0,342.69136197073897
0,11,40,0,1,145.55028842910107
0,6,42,0,1,104.90333610960008
0,1,52,0,1,365.62247850186054
0,12,58,0,1,101.04836769676253
0,13,47,0,1,498.6091483652099
0,16,34,0,0,132.5535805176032
0,8,37,0,1,317.36383824040587
0,16,42,0,1,235.1185571356652
0,7,39,0,1,106.8738900825502
0,1,30,1,0,62.52975840983603
0,12,36,0,1,330.229527031775
1,2,53,0,1,413.04090370510676
0,15,29,1,1,428.9070476780348
0,5,58,0,1,267.2210628846205
0,18,36,1,1,399.8549602320735
0,6,29,1,0,352.78121006984514
0,9,26,0,1,375.91453737460995
0,8,24,1,1,271.66955234981634
0,1,45,0,1,335.0352831089572
0,14,31,1,1,412.4866611092256
1,4,48,0,1,229.04787900066037
0,3,36,1,1,412.6905053904127
0,3,64,0,0,316.4075792550783
0,17,33,1,1,124.65546096685381
0,3,22,1,1,61.107870751063075
0,16,52,0,1,213.23912017961842
0,11,29,0,0,296.01334773335293
0,16,42,1,1,427.91915849156976
0,9,38,1,1,107.36855606311079
0,0,53,0,0,410.0928564576106
0,17,40,1,1,438.35407073025215
0,17,33,1,0,117.8093691503752
0,13,56,1,1,433.21744368689855
0,14,62,0,0,496.1541055292564
1,11,59,1,0,377.0774739717069
0,3,56,0,1,403.1463568212446
1,2,31,1,1,497.48687040149304
0,11,48,0,1,322.4665627366754
0,6,22,0,0,188.54887190731222
0,10,52,1,1,426.8888753342251
1,0,40,0,1,326.51859988023404
0,5,46,1,1,311.53794067443044
0,14,60,1,1,164.1359999813172
0,14,28,1,1,390.350421312299
0,18,35,0,1,86.75027413704332
0,10,64,1,1,465.92918185759754
0,1,29,0,0,196.62055734671813
0,13,26,0,1,107.4985937554957
0,1,27,1,1,249.06493989608845
0,3,61,0,1,69.11145916543992
0,16,34,0,0,358.08178741923484
1,2,55,1,1,456.2174797004103
0,12,24,0,0,426.7683532123289
0,8,63,0,1,107.31626305154649
0,6,30,1,1,106.82201169847933
1,14,57,0,0,416.0455170459188
0,10,59,1,1,465.91442357140215
0,1,26,1,1,257.30142342507014
0,14,44,1,1,274.5370026111947
0,13,19,1,1,193.21791862357665
1,10,22,0,1,452.41930321538626
0,2,46,0,0,340.2063073815602
0,16,54,1,1,179.7132097253158
0,11,55,1,1,184.4522919744132
0,14,36,1,1,451.04003287862105
0,15,25,0,1,56.13531075761966
0,4,62,0,1,195.22695772698728
0,5,18,0,1,299.4605065473661
0,18,39,1,1,116.69785794469608
0,4,34,0,0,91.4444393898154
1,2,24,1,1,416.87434899075197
0,0,42,1,1,452.48197489182826
0,5,62,0,1,420.62288935918525
0,14,21,1,1,454.4545503818065
0,1,53,0,1,298.90038697626716
0,2,23,1,0,415.51615444565385
0,16,48,1,1,222.81918727599518
0,11,36,1,1,349.8205376655673
0,17,61,1,1,494.975989125124
0,14,56,0,0,151.57747572760735
0,11,44,0,0,225.45488583098626
0,15,27,1,0,266.02131978953855
0,7,43,0,1,112.10696915902328
0,13,36,0,0,86.46737470927555
0,16,56,0,1,423.37528984473096
0,7,20,1,1,489.55746777241376
0,14,62,0,0,232.1262787233464
1,13,30,1,1,89.44242628759397
0,17,45,1,1,79.61529231075941
0,6,37,0,1,451.0931928621344
1,2,45,0,1,258.716412377456
0,11,25,0,1,194.01229245307636
0,2,58,1,1,264.4075720577298
0,13,56,0,1,193.23684261155628
0,14,18,0,1,270.066098888429
1,13,20,0,0,436.8003786130716
0,6,30,1,1,316.53561697794305
0,16,45,0,1,362.5941977645789
0,11,42,1,1,214.10180430545145
0,3,50,1,0,382.32764532973346
0,8,55,0,1,349.9776881957175
1,5,23,1,0,103.8028989884254
0,15,61,0,1,307.6892839020131
0,1,62,1,1,165.5345733393911
0,7,49,1,0,411.84305133511674
0,10,62,1,1,241.67196881012276
0,12,64,0,1,497.6078743384192
0,16,38,0,1,91.62519707253371
1,7,33,0,1,401.15653823307133
0,17,38,0,0,353.1657800939704
0,17,28,0,0,395.37447376581747
0,13,54,0,1,188.38840797070534
0,14,53,0,1,271.4245202220803
1,5,52,0,0,408.4288338756688
0,10,36,1,1,154.64359922938476
0,12,37,0,1,151.71493855489342
1,0,35,0,1,297.97292898271957
0,5,64,0,1,285.6036107884351
0,8,58,0,1,177.01811168581978
0,7,31,1,1,184.13404273617024
0,10,32,0,1,175.03032344295448
0,18,48,1,1,397.18042789931945
0,8,18,1,0,343.3553895031073
0,16,20,1,0,424.58773253461374
0,11,33,1,1,488.96286274130983
0,13,40,1,1,263.3739333223939
0,14,28,1,1,80.01224663245198
0,15,29,1,1,71.64153968541595
0,0,27,1,1,183.0492676722286
0,9,49,1,1,469.6450652086029
0,7,33,1,1,285.4458747368937
0,17,25,1,1,172.30393223605813
0,0,55,0,1,229.6250575299588
1,1,29,0,1,319.36779833210187
1,0,41,0,0,343.827346162029
0,0,45,0,1,119.26377940230726
0,8,25,0,1,489.66425444532916
1,12,45,0,1,295.14750214225495
0,0,53,1,1,111.05974300652568
0,12,43,0,1,452.13586400576014
0,6,25,1,0,83.58729398574296
0,1,45,0,1,458.4809449298807
1,5,45,0,1,498.4545453300421
0,6,54,1,0,365.19430962042674
0,13,58,1,0,396.7012494832954
0,17,53,0,1,201.78627641036886
0,14,44,1,0,473.7095837302702
0,1,34,1,0,288.37128474876545
1,9,26,0,0,379.5748009688997
0,11,50,0,1,465.84847216007574
0,16,37,1,1,488.8309891889787
0,7,30,1,1,424.94196046850345
0,10,45,1,1,186.3578781419135
0,2,46,1,1,484.9463824484371
0,5,30,0,1,332.6537890596073
0,8,63,0,1,468.78911435838194
0,5,52,0,1,354.24726161645833
0,8,23,1,1,188.2575328314742
0,6,35,1,1,216.51103586426717
0,8,22,1,0,297.7122996963232
0,17,64,0,1,405.5066787019469
0,11,42,0,1,193.09214810315072
0,7,19,0,1,310.8790247603864
0,7,27,1,0,205.5312471093807
0,17,47,1,1,417.09623208579825
0,14,62,0,1,260.0276421955777
0,6,22,1,1,84.52527208379836
0,10,50,0,1,124.72363466669137
0,15,18,1,1,77.49710042883453
0,3,35,0,1,274.6863257064464
1,5,49,1,1,97.85178380670223
1,2,64,0,0,101.36298618933445
0,8,28,1,1,473.47171701726967
0,9,38,0,1,442.69478247922495
0,13,43,0,1,253.4389685651147
0,10,42,0,1,493.6123943825926
1,17,39,0,1,50.0839376767984
0,11,44,0,1,326.2907553230272
0,11,30,1,1,327.3926798173415
0,12,50,0,1,255.84937514144968
0,12,51,1,1,228.62658782043178
0,18,58,1,1,254.92241096627342
0,18,52,1,0,236.7321962358562
0,13,18,0,1,378.7216148670347
1,3,38,0,1,110.90994573797782
0,12,23,1,1,138.93764926600858
0,7,45,1,1,131.23320277659062
0,18,34,0,1,168.11176330456905
0,11,22,0,1,286.3662884517125
1,17,48,0,1,100.04393630219843
1,5,22,1,0,440.67618289692683
0,17,55,0,0,183.81268908881253
0,18,20,0,0,123.14209436091853
1,4,40,1,1,354.0295893192095
0,8,54,0,1,67.13883526969367
0,2,54,0,1,328.9858541933739
1,9,27,1,1,364.1892938044249
0,18,27,1,1,146.71243912402363
1,2,36,0,0,68.88383304963543
0,14,34,0,1,213.64041151375233
0,0,38,0,1,94.36740360887141
0,6,31,0,0,102.41503235300168
1,11,26,1,0,164.41755415018906
0,16,63,0,0,182.96056608204168
0,4,18,0,0,288.4866534596393
0,3,62,0,1,355.2763484763559
1,11,30,1,0,316.74692339158315
1,17,21,1,1,116.76215178028257
1,16,18,1,1,127.4387146036819
0,18,57,0,1,445.44616240681154
0,8,49,1,1,301.25854177885117
0,3,51,1,1,441.47202480396004
0,1,45,0,1,217.19593009394347
0,3,48,0,1,326.48000334409573
0,1,25,0,0,285.64853722457485
0,14,56,0,1,193.60557041920816
0,1,43,0,0,261.4619174151179
0,3,51,0,1,276.1208945721194
0,5,20,0,0,140.34693864050536
0,6,29,1,1,191.7546675695292
1,9,18,0,1,406.134387728139
0,18,61,1,1,462.1047077543572
0,18,22,1,1,211.90734209538476
